id,gen,en,cnt,type,file-name,start,end,duration,MFCC1,MFCC2,MFCC3,MFCC4,MFCC5,MFCC6,MFCC7,MFCC8,MFCC9,MFCC10,MFCC11,MFCC12,ENm,ENv,ZCRm,ZCRv,SCm,SCv,SBm,SBv,SFm,SFv,SRm,SRv,SFMm,SFMv
720204,Chloris,European Greenfinch,Spain,"call, sex uncertain",data/recordings/XC720204-20220429_0810 Verdum XC.mp3,143540,155639,0.5489999999999999,-109.4819575906091,2.47411171101712,48.37494185482641,-20.190025885847216,-21.34950942634366,22.027668644484482,4.836637245938222,-19.3191123190788,10.261310647425713,4.144049900807583,-8.018840000150856,3.031532223696974,0.0102966061005782,0.00027127548568492345,0.3939208984375,0.00601707398891449,4704.694674256868,357332.5391063869,1709.1828789556032,49979.930391345384,0.8881622125296448,1.0088212259881686,6320.4437255859375,1303338.2192160934,0.0022012609059758924,1.9111464901022546e-05
720204,Chloris,European Greenfinch,Spain,"call, sex uncertain",data/recordings/XC720204-20220429_0810 Verdum XC.mp3,178500,191089,0.5710000000000001,-124.32181917605763,-13.316124573295593,55.665256363608606,-7.33584630975481,-24.810361738407877,7.3511640925620405,10.126266829988143,-2.8863590848988703,-6.3609263810034,3.63980501332354,1.114297271669507,-1.1141984867830965,0.004891881261775073,3.342692377874578e-05,0.3930078125,0.003867384338378906,4894.594989937988,123823.95340844904,1903.7500115764362,16588.690001560084,1.4787721004689027,1.9294529582727196,6885.45703125,400257.95835113525,0.005412458150907693,3.0355388728946852e-05
720204,Chloris,European Greenfinch,Spain,"call, sex uncertain",data/recordings/XC720204-20220429_0810 Verdum XC.mp3,231428,244244,0.581,-118.81187215826797,-16.306967924225408,55.36065183587695,-6.264549084109428,-24.32257883311106,6.051967816474734,11.284523798345955,-4.387789467636406,-5.237668214256151,4.367636322094171,-0.388986378247938,-0.7672453757531231,0.00447528033197356,2.9596640591879664e-05,0.40425857843137253,0.005323595562516521,4699.412453162382,190309.29921790713,1817.6797508222205,27431.162664245036,1.4828304632084839,2.0161392543772734,6284.3825120192305,854896.880744477,0.009391641244508676,0.0005147258150834603
720204,Chloris,European Greenfinch,Spain,"call, sex uncertain",data/recordings/XC720204-20220429_0810 Verdum XC.mp3,303134,315519,0.562,-123.58218866206944,-13.492027954275077,56.40290906440362,-7.246422448530131,-27.307024874560685,10.241174574128966,9.205721234248909,-2.900979306403079,-6.563202411945347,3.0121454145658904,2.335161280537104,-1.0869399474749124,0.0054095128658753315,4.3875470652319854e-05,0.38576211734693877,0.0025086885489607196,4807.354394976682,102161.37843674567,1904.4739597722375,14730.848979799986,1.4877838692792602,2.0051773336829224,6751.08984375,539253.6649646759,0.004953826195416662,4.152631447166576e-05
720204,Chloris,European Greenfinch,Spain,"call, sex uncertain",data/recordings/XC720204-20220429_0810 Verdum XC.mp3,336175,347461,0.512,-118.61675131718606,-12.580759939580712,54.47202847777094,-7.582635292199809,-26.822243626684514,10.891598774223166,9.429326174208187,-4.431578883111755,-5.880216756828436,4.009962470344234,1.1387359369426417,-0.8242292261081129,0.004969587193423641,4.426625875419344e-05,0.39166666666666666,0.004202541775173612,4798.271899209311,162268.01272225144,1917.1637286023713,27450.507077889208,1.5886377744173878,2.7438821578180996,6797.470490828804,943985.6875844173,0.006288617009992508,0.00010535802256790081
720204,Chloris,European Greenfinch,Spain,"call, sex uncertain",data/recordings/XC720204-20220429_0810 Verdum XC.mp3,382307,399990,0.802,-108.4892655150747,8.891545347188476,46.60683408656313,-30.536725679562565,-6.679671129834736,15.750160417979217,-1.6144284848707495,-5.890286771098372,-0.023948855583133317,4.216111368500231,0.033769553994258836,-4.125289869828106,0.016874252230749485,0.00041735635921612215,0.39695870535714284,0.00408264549411073,5095.461802359864,192060.5825882987,1468.7828811739403,47839.11080984812,1.648880212152997,2.5754101350765373,6206.1767578125,578792.3126220703,0.0019293115089675148,3.0626844822138605e-05
720204,Chloris,European Greenfinch,Spain,"call, sex uncertain",data/recordings/XC720204-20220429_0810 Verdum XC.mp3,459492,484007,1.112,-99.54877631704751,1.5764326942216174,45.547535199740686,-21.16303760412969,-15.059784183493534,16.015250918355097,3.1304529044882634,-8.650813818659207,-0.8959113573128942,5.769362491831686,-0.758710013894823,-2.9736256545743864,0.01180264023204749,0.0003377802446724957,0.3937784830729167,0.0039197103016906315,4910.3572223321335,157293.57352008842,1697.8356258486444,178536.1123727133,1.5415520597519707,2.423539281307098,6555.738830566406,1150030.9322378598,0.0025765085259784,2.2697489595664062e-05
720204,Chloris,European Greenfinch,Spain,"call, sex uncertain",data/recordings/XC720204-20220429_0810 Verdum XC.mp3,518748,533137,0.653,-114.40478139724976,-4.891448637024566,54.87538458025217,-18.252563846246947,-24.810741362687573,21.51077476886406,4.247899271502585,-13.733929737600318,5.585118791401292,1.612004078472308,-1.4057602790948895,-0.273922617540827,0.009385792569635969,7.783000744477448e-05,0.34885553728070173,0.0021976342968810115,4577.844168692996,134411.637960434,1659.6420369928228,18411.33096601956,0.7323394671012654,0.6792831245169758,5854.061153017241,682502.4429385359,0.0031707036489961784,7.419967363524463e-05
720204,Chloris,European Greenfinch,Spain,"call, sex uncertain",data/recordings/XC720204-20220429_0810 Verdum XC.mp3,584294,598392,0.639,-103.84258943932726,6.008703031860804,47.397176698350954,-30.354190648762085,-6.75877657583554,16.053636564811878,-3.1397053798538233,-3.3077024976403124,-2.077885166669,4.526240133856716,0.924832802943809,-4.786056962097544,0.018895993716579813,0.0005717156981079078,0.39725167410714285,0.004084952023564552,4989.5796939126185,214309.7227395028,1366.24528434647,37874.28653532605,1.5794476571782792,2.2663872002457826,5705.914306640625,638787.8296896815,0.0014138247254402196,1.1906546122947913e-05
720204,Chloris,European Greenfinch,Spain,"call, sex uncertain",data/recordings/XC720204-20220429_0810 Verdum XC.mp3,633837,651262,0.79,-96.69973111985814,-0.8587726817113074,44.065612934381704,-16.152867277264885,-19.274585486494033,16.880824698196317,4.030902890163862,-9.135350952400993,-0.8953995735080862,5.639347181512068,-0.722373317345216,-2.68330913823506,0.00915001596972229,0.0002326260965411277,0.3882189764492754,0.004065488171512353,4941.1488913733165,125501.27257943079,1883.2989218199373,194602.85045812698,1.358914179609301,2.0188263700304807,7067.197265625,1938404.0781497955,0.004093649585414805,4.414007500269499e-05
